22,05905;0,03937205
22,17982;0,04103428
22,30075;0,04170717
22,40824;0,01734625
22,5089;0,01933158
22,6091;0,01472802
22,71261;0,01790358
22,83001;0,0196738
22,94427;0,01428402
23,06077;0,02550359
23,16086;0,01678313
23,28326;0,03399027
23,3935;0,01443735
23,50295;0,02569826
23,61528;0,0157858
23,72892;0,01671913
23,83747;0,01412091
23,94264;0,01573647
24,04402;0,01614313
24,15931;0,03024671
24,27173;0,01410535
24,37466;0,01943336
24,48788;0,02604715
24,60208;0,01634847
24,70361;0,02046714
24,81196;0,01666847
24,92034;0,02283559
25,03459;0,02124403
25,14608;0,01861247
25,27482;0,03277827
25,38029;0,02098003
25,49384;0,01757113
25,59671;0,01752624
25,70488;0,01690491
25,80871;0,01863336
25,91782;0,02013025
26,02198;0,01580802
26,1476;0,03510049
26,25047;0,01389246
26,36144;0,01876491
26,47486;0,01510535
26,57784;0,0166778
26,68283;0,01525158
26,79685;0,01880536
26,91297;0,01955692
27,02973;0,01939247
27,14306;0,03580449
27,24607;0,02261292
27,37948;0,03621783
27,49462;0,01798091
27,60103;0,01872136
27,71323;0,0203178
27,81617;0,01697558
27,92753;0,02254536
28,03803;0,01489824
28,15133;0,01397291
28,26258;0,01970091
28,37212;0,02195336
28,48915;0,02341603
28,591;0,02162358
28,70476;0,02048047
28,80785;0,02185336
28,91504;0,01614713
29,02386;0,02436003
29,12774;0,01789647
29,24717;0,02056403
29,35376;0,02147025
29,45736;0,01681647
29,56764;0,01223246
29,68057;0,01749691
29,79199;0,02496092
29,89612;0,01740402
30,00491;0,03409916
30,11473;0,0215387
30,22952;0,02006625
30,33775;0,03424405
30,44533;0,02190136
30,55963;0,02431692
30,67746;0,02477426
30,78876;0,02179558
30,90152;0,01867469
31,01713;0,02189781
31,12483;0,02418759
31,24389;0,02398936
31,35128;0,02217336
31,45207;0,02075869
31,56051;0,02024758
31,66072;0,01904714
31,76518;0,01923336
31,86624;0,02975915
31,9713;0,01917558
32,09023;0,02098847
32,19928;0,01834136
32,30046;0,01957958
32,41793;0,01943203
32,5335;0,01916002
32,65426;0,0225147
32,78613;0,0321996
32,89917;0,01944803
33,0038;0,02052269
33,12045;0,02387781
33,24398;0,02381959
33,35772;0,02205558
33,48026;0,02288448
33,60095;0,02588359
33,7183;0,02180447
33,82017;0,02544003
33,9244;0,02359025
34,03276;0,02460848
34,13277;0,02335647
34,23413;0,02971782
34,33449;0,02312225
34,44369;0,02989826
34,54696;0,02787426
34,64794;0,02587959
34,75388;0,02633915
34,86196;0,02808359
34,96804;0,02792315
35,0853;0,02650537
35,20086;0,03013071
35,31696;0,02758626
35,43274;0,02892004
35,54832;0,02881471
35,66854;0,03040226
35,78779;0,02897248
35,91794;0,0407965
36,04491;0,03107604
36,16789;0,03012626
36,29695;0,03197782
36,41845;0,03069426
36,5471;0,03262227
36,68324;0,03868316
36,81232;0,03241915
36,91693;0,03525338
37,01849;0,03233027
37,15256;0,03614983
37,25583;0,03424271
37,36214;0,04058183
37,46912;0,03431293
37,57613;0,03869072
37,68785;0,0352276
37,79536;0,03828405
37,90769;0,03543427
38,02072;0,0406485
38,13442;0,03799427
38,2487;0,0399285
38,36476;0,03918094
38,48017;0,03786094
38,59741;0,04091116
38,71237;0,03830627
38,83218;0,04149517
38,95031;0,03875161
39,07609;0,0426205
39,20156;0,0421685
39,32529;0,04138272
39,45325;0,04456539
39,58299;0,04338761
39,71036;0,04275295
39,83799;0,04237161
39,94278;0,0241307
40,04513;0,02587781
40,14818;0,0266307
40,25146;0,0258067
40,35755;0,0230667
40,46766;0,03067026
40,5736;0,0270787
40,68541;0,02829515
40,79966;0,02943826
40,91574;0,03005071
41,03383;0,03070982
41,15278;0,03080137
41,27166;0,03022315
41,39274;0,03025871
41,51806;0,03426804
41,63696;0,03176493
41,75924;0,03064315
41,88427;0,03010982
42,00769;0,03105204
42,13462;0,03248182
42,2607;0,03241071
42,38844;0,03176004
42,52112;0,03367116
42,62568;0,03473338
42,72868;0,03304093
42,86179;0,03351827
42,9632;0,0356876
43,09417;0,03330849
43,19527;0,03347071
43,29638;0,03377694
43,39931;0,03485738
43,50496;0,03594138
43,6408;0,03640716
43,74334;0,03532138
43,88096;0,06875432
43,98742;0,0350716
