0;0,02
0,1775113;0,1575113
0,2964897;0,02772626
0,4203765;0,07173565
0,532606;0,05640763
0,6327133;0,01409824
0,7389592;0,01216579
0,8537384;0,01535247
0,964111;0,01814002
1,070447;0,01568847
1,185043;0,0157738
1,291455;0,01075735
1,401931;0,01407335
1,502933;0,01627647
1,605082;0,007914677
1,707012;0,01255824
1,823017;0,01693647
1,925153;0,02011336
2,031285;0,01531646
2,135471;0,01972003
2,237104;0,01697069
2,338247;0,01315113
2,438874;0,008964012
2,540402;0,01449513
2,64609;0,01539158
2,751091;0,01377735
2,851307;0,01376046
2,959055;0,02073958
3,071219;0,01560891
3,178015;0,02027958
3,286602;0,01244802
3,400208;0,0140618
3,505245;0,01653158
3,61595;0,01340135
3,723267;0,01360491
3,833462;0,01408757
3,941421;0,009785791
4,052155;0,01409069
4,158593;0,01214802
4,266183;0,0270907
4,371505;0,01486758
4,484965;0,01719291
4,600868;0,01639202
4,722877;0,02260136
4,831563;0,01659247
4,935021;0,0155058
5,040149;0,01504846
5,149788;0,01696269
5,256937;0,01764891
5,36658;0,01801025
5,467617;0,02509025
5,569835;0,01560624
5,683296;0,01666269
5,796358;0,01634402
5,910073;0,01754847
6,011169;0,01942003
6,124098;0,01679424
6,225432;0,01733602
6,327209;0,01750713
6,430913;0,0183338
6,535254;0,01688802
6,638688;0,01592624
6,754787;0,01736936
6,877263;0,03456538
6,980451;0,01707291
7,087598;0,01772491
7,196687;0,01530402
7,306392;0,01847158
7,417294;0,01833958
7,520264;0,02027336
7,632973;0,02012625
7,746613;0,01961247
7,861401;0,01920714
7,977984;0,01936803
8,097067;0,01953736
8,216343;0,02113425
8,336233;0,02049692
8,45423;0,01981914
8,555722;0,01787336
8,65758;0,02016314
8,762878;0,02260847
8,865023;0,02141736
8,967923;0,02053336
9,072505;0,02058181
9,178408;0,01897914
9,287682;0,01725202
9,393475;0,02100669
9,501966;0,02282359
9,610023;0,02118981
9,719059;0,02209247
9,829498;0,0225227
9,939602;0,02228225
10,05688;0,02484759
10,17625;0,02264092
10,29299;0,02377336
10,40972;0,02270092
10,52683;0,02356581
10,644;0,02271247
10,76283;0,02389736
10,88274;0,02397781
11,0043;0,02519514
11,12503;0,02362181
11,24743;0,02373825
11,36998;0,0246747
11,47192;0,02635781
11,59432;0,02421025
11,69666;0,02289336
11,79916;0,02543381
11,90494;0,02840715
12,00747;0,02603381
12,11209;0,02600315
12,21766;0,02593737
12,32486;0,0270267
12,43217;0,02592137
12,53915;0,0267787
12,64651;0,02500359
12,75541;0,02717292
12,86346;0,02501781
12,97267;0,02720493
13,08326;0,02672537
13,19376;0,02766092
13,30468;0,02821604
13,4171;0,02761381
13,52928;0,02750537
13,64273;0,02858182
13,7564;0,02855248
13,87195;0,02981426
13,98828;0,0308596
14,10379;0,02989337
14,22435;0,03178315
14,3523;0,03121471
14,48142;0,03175826
14,60991;0,03122493
14,73341;0,03002893
14,85768;0,03183071
14,97771;0,03072449
15,10018;0,03051204
15,22541;0,0321356
15,34877;0,03157026
15,48;0,03273738
15,60747;0,03138893
15,73316;0,03112315
15,85854;0,03132315
15,98468;0,03157915
16,11192;0,0330876
16,23977;0,03251738
16,36625;0,03204627
16,49401;0,03161915
16,6243;0,03184449
16,75283;0,03244138
16,88311;0,03263693
17,01329;0,03247649
17,11375;0,03327649
17,21704;0,03423427
17,32146;0,03476316
17,42397;0,03349916
17,55669;0,03292093
17,65714;0,03372538
17,75905;0,03404316
17,85944;0,03392538
17,96066;0,0343716
18,06239;0,03390182
18,16482;0,03398671
18,27927;0,04545295
18,40844;0,03505694
18,51347;0,03311382
18,61428;0,03434449
18,71922;0,0358036
18,82095;0,03435871
18,92689;0,0344036
19,02963;0,0350756
19,13582;0,03479516
19,2437;0,03719916
19,3515;0,03820583
19,4562;0,03495338
19,56359;0,03581338
19,67141;0,03608405
19,78037;0,03474138
19,88984;0,03726938
19,99819;0,03626271
20,10818;0,03645249
20,21812;0,03356893
20,33024;0,03526272
20,44373;0,0386925
20,55779;0,04031339
20,6687;0,0381645
20,78136;0,03651694
20,89712;0,03991205
21,01101;0,03921739
21,12562;0,0387685
21,24052;0,03880272
21,35611;0,03856894
21,47249;0,03892405
21,58844;0,03886716
21,70516;0,03876005
21,82227;0,03918094
21,94076;0,03949294
